isotype	sweep	ALT	Hets	REF	n_str	alt_frac	hets_frac
MY679	Swept	1018	12	8502	9532	10.6798153587914	0.125891733109526
MY772	Swept	1144	1	8295	9440	12.1186440677966	0.0105932203389831
MY795	Swept	1002	10	8581	9593	10.4451162305848	0.104242676951944
MY920	Swept	870	1	8383	9254	9.4013399610979	0.0108061378863194
N2	Swept	14	17	9321	9352	0.149700598802395	0.181779298545766
NIC1	Swept	751	19	8378	9148	8.20944468736336	0.207695671184958
NIC1049	Swept	848	7	8761	9616	8.81863560732113	0.0727953410981697
NIC1107	Swept	619	0	9030	9649	6.41517255674163	0
NIC1119	Swept	1046	0	8338	9384	11.1466325660699	0
NIC166	Swept	1111	20	7927	9058	12.2654007507176	0.220799293442261
NIC1779	Swept	1001	1	8484	9486	10.5523930002108	0.0105418511490618
NIC1780	Swept	1607	1	7823	9431	17.0395504188315	0.0106033294454459
NIC1782	Divergent	1492	17	7843	9352	15.9538066723695	0.181779298545766
NIC1783	Swept	1560	0	7999	9559	16.3196987132545	0
NIC1785	Swept	1578	0	7910	9488	16.6315345699831	0
NIC1786	Swept	1605	1	7959	9565	16.7799268165186	0.0104547830632514
NIC1787	Divergent	1555	2	7975	9532	16.3134704154427	0.0209819555182543
NIC1788	Divergent	1586	0	7905	9491	16.7105679064377	0
NIC1789	Divergent	1824	5	7713	9542	19.1154894152169	0.0523999161601341
NIC1790	Divergent	1551	25	7431	9007	17.2199400466304	0.277561896302876
NIC1791	Swept	1529	4	7448	8981	17.0248301970827	0.0445384701035519
NIC1792	Divergent	1428	40	7459	8927	15.996415369105	0.448078861879691
NIC1794	Swept	1586	0	7965	9551	16.6055910375877	0
NIC1796	Divergent	1627	2	7821	9450	17.2169312169312	0.0211640211640212
NIC1798	Swept	1628	2	7895	9525	17.0918635170604	0.020997375328084
NIC1799	Swept	1561	1	7925	9487	16.4540950774744	0.0105407399599452
NIC1801	Divergent	1667	0	7756	9423	17.690756659238	0
NIC1802	Divergent	1719	1	7758	9478	18.1367377083773	0.0105507491031863
NIC1805	Swept	1398	0	8119	9517	14.6895029946412	0
NIC1806	Divergent	1649	1	7883	9533	17.2978076156509	0.010489877268436
NIC1808	Swept	1141	0	8385	9526	11.9777451186227	0
NIC1809	Swept	1249	0	8317	9566	13.0566590006272	0
NIC1810	Swept	1436	0	8102	9538	15.0555672048648	0
NIC1811	Swept	1330	0	8205	9535	13.9486103828002	0
NIC1812	Swept	1293	0	8254	9547	13.5435215250864	0
NIC1832	Swept	1207	0	8378	9585	12.5925925925926	0
NIC195	Swept	1414	19	7652	9085	15.5641166758393	0.209135938359934
NIC199	Swept	1531	8	7837	9376	16.3289249146758	0.0853242320819113
NIC2	Swept	328	11	9109	9448	3.47163420829805	0.116426756985605
NIC207	Swept	793	5	8567	9365	8.46769887880406	0.0533902829684997
NIC231	Swept	1068	5	8071	9144	11.6797900262467	0.0546806649168854
NIC236	Swept	1091	29	8130	9250	11.7945945945946	0.313513513513514
NIC242	Swept	709	9	8738	9456	7.49788494077834	0.0951776649746193
NIC251	Divergent	1974	6	7295	9275	21.2830188679245	0.0646900269541779
NIC252	Swept	1407	1	7970	9378	15.0031989763276	0.0106632544252506
NIC255	Swept	607	36	8312	8955	6.77833612506979	0.402010050251256
NIC256	Swept	1334	33	7769	9136	14.6015761821366	0.361208406304729
NIC258	Swept	1622	8	7787	9417	17.2241690559626	0.084952745035574
NIC259	Swept	1145	1	8289	9435	12.1356650768415	0.0105988341282459
NIC260	Swept	1363	0	8111	9474	14.3867426641334	0
NIC261	Swept	1634	6	7805	9445	17.3001588141874	0.0635256749602965
NIC262	Swept	1389	40	7509	8938	15.5403893488476	0.447527411053927
NIC265	Divergent	1732	2	7570	9304	18.615649183147	0.0214961306964746
NIC266	Divergent	1157	16	8257	9430	12.2693531283139	0.169671261930011
NIC267	Swept	1168	6	8338	9512	12.2792262405383	0.0630782169890664
NIC268	Divergent	1388	4	8038	9430	14.7189819724284	0.0424178154825027
NIC269	Swept	1386	0	8058	9444	14.6759847522236	0
NIC271	Swept	1396	16	8019	9431	14.8022479058424	0.169653271127134
NIC272	Swept	922	236	7693	8851	10.4169020449667	2.66636538244266
NIC274	Swept	1142	0	8073	9215	12.3928377645144	0
NIC275	Swept	1059	5	8399	9463	11.1909542428405	0.0528373665856494
NIC276	Swept	1088	1	8269	9358	11.6264159008335	0.0106860440265014
NIC277	Swept	989	13	8468	9470	10.4435058078141	0.13727560718057
NIC3	Swept	1078	33	8012	9123	11.8162885015894	0.361723117395594
NIC501	Swept	1284	9	8282	9575	13.4099216710183	0.0939947780678851
NIC511	Swept	1110	1	8503	9614	11.5456625754109	0.0104014978156855
NIC513	Swept	1145	0	8473	9618	11.9047619047619	0
NIC514	Swept	1116	10	8466	9592	11.6346955796497	0.104253544620517
NIC515	Swept	1160	6	8427	9593	12.0921505264255	0.0625456061711665
NIC522	Swept	884	3	8700	9587	9.22081986022739	0.0312923750912694
NIC523	Swept	1412	1	8186	9599	14.7098656110011	0.010417751849151
NIC526	Swept	1240	11	8341	9592	12.9274395329441	0.114678899082569
NIC527	Swept	1122	9	8444	9575	11.7180156657963	0.0939947780678851
NIC528	Swept	979	1	8636	9616	10.1809484193012	0.0103993344425957
NIC529	Swept	945	4	8666	9615	9.82839313572543	0.0416016640665627
PB303	Swept	765	9	8644	9418	8.12274368231047	0.0955616903801232
PS2025	Swept	1355	5	7981	9341	14.5059415480141	0.053527459586768
PX179	Swept	600	22	8734	9356	6.41299700726806	0.235143223599829
QG2075	Swept	1178	1	8157	9336	12.617823479006	0.0107112253641817
QG2811	Swept	653	3	8619	9275	7.04043126684636	0.032345013477089
QG2813	Swept	939	4	8428	9371	10.0202753174688	0.0426848788816562
QG2818	Swept	874	1	8581	9456	9.24280879864636	0.010575296108291
QG2823	Swept	942	1	8481	9424	9.99575551782683	0.0106112054329372
QG2824	Swept	1032	1	8358	9391	10.9892450218294	0.0106484932382068
QG2825	Swept	906	1	8465	9372	9.66709346991037	0.0106700810926163
QG2827	Swept	1184	2	8202	9388	12.6118449083937	0.0213037920749893
QG2828	Swept	772	575	7774	9121	8.46398421225743	6.30413331871505
QG2832	Swept	1117	1	8224	9342	11.9567544423036	0.0107043459644616
QG2835	Swept	1082	1	8211	9294	11.6419195179686	0.0107596298687325
QG2836	Swept	1033	5	8275	9313	11.0920219048642	0.0536883925695265
QG2837	Swept	1086	0	8354	9440	11.5042372881356	0
QG2838	Swept	1083	3	8259	9345	11.5890850722311	0.0321027287319422
QG2841	Swept	1180	2	8105	9287	12.7059330246581	0.0215354797028104
QG2843	Swept	868	4	8517	9389	9.24486100756204	0.0426030461177974
QG2846	Divergent	1269	2	7989	9260	13.7041036717063	0.0215982721382289
QG2850	Swept	957	2	8425	9384	10.1982097186701	0.0213128729752771
QG2854	Swept	1149	2	8335	9486	12.112586970272	0.0210837022981235
QG2855	Swept	1164	3	8124	9291	12.5282531482079	0.0322893122376493
QG2857	Swept	1094	6	8203	9303	11.7596474255616	0.0644953240890035
QG2873	Swept	1061	3	8325	9389	11.3004579827458	0.0319522845883481
QG2874	Swept	1063	1	8302	9366	11.3495622464232	0.0106769165065129
QG2875	Swept	1140	0	8356	9496	12.0050547598989	0
QG2877	Swept	1046	1	8358	9405	11.1217437533227	0.0106326422115896
QG2932	Swept	1058	1	8428	9487	11.152102877622	0.0105407399599452
QG4003	Swept	819	1	8766	9586	8.54370957646568	0.0104318798247444
QG4004	Swept	736	4	8844	9584	7.67946577629382	0.0417362270450751
QG4006	Swept	803	0	8814	9617	8.34979723406468	0
QG4008	Swept	792	0	8825	9617	8.23541645003639	0
QG4010	Swept	931	0	8698	9629	9.66870910790321	0
QG4012	Swept	1287	1	8286	9574	13.4426571965741	0.0104449550866931
QG4015	Swept	1045	0	8557	9602	10.8831493438867	0
QG4017	Swept	1012	0	8592	9604	10.5372761349438	0
QG4018	Swept	913	0	8652	9565	9.54521693674856	0
QG4021	Swept	1032	1	8553	9586	10.7656999791362	0.0104318798247444
QG4080	Swept	1145	2	8407	9554	11.9845091061336	0.0209336403600586
QG4103	Swept	1077	7	8366	9450	11.3968253968254	0.0740740740740741
QG4135	Swept	1177	1	8346	9524	12.3582528349433	0.0104997900041999
QG4138	Swept	1047	1	8481	9529	10.9875118060657	0.0104942806170637
QG4151	Swept	976	0	8554	9530	10.2413431269675	0
QG4193	Swept	1088	0	8481	9569	11.3700491169401	0
QG4226	Swept	1030	0	8461	9491	10.852386471394	0
QG4228	Swept	1292	7	8119	9418	13.7184115523466	0.0743257591845402
QG536	Swept	914	7	8655	9576	9.54469507101086	0.0730994152046784
QG556	Swept	1319	4	8158	9481	13.9120345955068	0.0421896424427803
QG557	Swept	1242	4	8254	9500	13.0736842105263	0.0421052631578947
QW947	Swept	1152	5	8369	9526	12.0932185597313	0.0524879277766114
QX1211	Divergent	3119	9	5869	8997	34.6671112593087	0.100033344448149
QX1212	Swept	1115	8	7972	9095	12.2594832325454	0.0879604178119846
QX1233	Swept	1056	4	8005	9065	11.6492002206288	0.0441257584114727
QX1791	Divergent	1479	4	7592	9075	16.297520661157	0.0440771349862259
QX1792	Swept	1379	4	7875	9258	14.8952257507021	0.0432058759991359
QX1793	Divergent	1669	9	7856	9534	17.5057688273547	0.0943989930774072
QX1794	Divergent	1598	6	7533	9137	17.4893291014556	0.0656670679654153
RC301	Swept	819	18	8467	9304	8.80266552020636	0.193465176268272
TWN2530	Swept	1025	1	8426	9452	10.8442657638595	0.0105797714769361
TWN2542	Swept	1028	0	8527	9555	10.7587650444793	0
WN2001	Swept	1285	20	7707	9012	14.2587660896582	0.221926320461607
WN2002	Swept	972	2	8396	9370	10.3735325506937	0.0213447171824973
WN2033	Swept	1099	2	8369	9470	11.6050686378036	0.0211193241816262
WN2050	Swept	982	10	8596	9588	10.2419691280768	0.104297037964122
WN2063	Swept	1046	1	8278	9325	11.2171581769437	0.0107238605898123
WN2064	Swept	507	331	7228	8066	6.28564344160674	4.103644929333
WN2066	Swept	588	1	8635	9224	6.37467476149176	0.0108412836079792
WN2068	Swept	903	10	8310	9223	9.79074053995446	0.10842459069717
WN2069	Swept	416	489	8095	9000	4.62222222222222	5.43333333333333
WN2082	Swept	920	17	8003	8940	10.2908277404922	0.190156599552573
WN2086	Swept	628	23	8381	9032	6.95305580159433	0.254650132860939
XZ1513	Divergent	1655	7	7915	9577	17.280985694894	0.0730917823953221
XZ1514	Divergent	3245	5	6134	9384	34.580136402387	0.0532821824381927
XZ1515	Swept	641	925	7281	8847	7.24539391884255	10.4555216457556
XZ1516	Divergent	3188	12	5493	8693	36.6731853215231	0.138042102841367
XZ1672	Swept	853	47	8195	9095	9.37877954920286	0.51676745464541
XZ1734	Swept	1053	24	8141	9218	11.4233022347581	0.260360164894771
XZ1735	Swept	1019	35	8036	9090	11.2101210121012	0.385038503850385
XZ1756	Swept	932	51	8089	9072	10.2733686067019	0.562169312169312
XZ2018	Swept	635	53	8354	9042	7.02278257022783	0.586153505861535
XZ2019	Divergent	1639	44	7227	8910	18.3950617283951	0.493827160493827
XZ2020	Swept	944	56	8031	9031	10.4528845089137	0.620086369172849
XZ2211	Divergent	1628	2	7852	9482	17.169373549884	0.021092596498629
