isotype	cluster	PC1	PC2	PC1_var_exp	PC2_var_exp	data
JU751	Europe	-26.2380820814441	3.40482358356484	NA	NA	pSTRs
JU774	Europe	-30.0608520161252	8.06110357403969	NA	NA	pSTRs
JU775	Europe	2.99324741852539	-15.9558585763717	NA	NA	pSTRs
JU778	Europe	-22.7226541341144	-1.89603119927954	NA	NA	pSTRs
JU782	Europe	-16.1235478949563	-14.1734684598766	NA	NA	pSTRs
JU792	Europe	-14.9839125130617	-21.8913977360079	NA	NA	pSTRs
JU830	Europe	-27.9429201885812	3.76475776086547	NA	NA	pSTRs
JU847	Europe	-20.3722054648093	-6.38253411802037	NA	NA	pSTRs
KR314	N. America	-29.22461324916	11.7662604900089	NA	NA	pSTRs
LKC34	Africa	-29.7808541448039	3.03777495582375	NA	NA	pSTRs
MY1	Europe	-29.2686052442091	10.7380261198896	NA	NA	pSTRs
MY10	Europe	-28.0442539592016	7.97050484848208	NA	NA	pSTRs
MY16	Europe	-14.4156103838453	-12.3961329078638	NA	NA	pSTRs
MY18	Europe	-20.48261573902	-2.37936352437486	NA	NA	pSTRs
MY2147	Europe	-21.7143078730074	-10.1637119783011	NA	NA	pSTRs
MY2212	Europe	-26.1277335505324	1.55561686338019	NA	NA	pSTRs
MY23	Europe	0.0271948064684655	-24.6664129648991	NA	NA	pSTRs
MY2453	Europe	-20.9422375685151	-12.1828116975122	NA	NA	pSTRs
MY2530	Europe	-42.7783505820278	16.207512444665	NA	NA	pSTRs
MY2535	Europe	-35.238854559891	7.92348753034919	NA	NA	pSTRs
MY2573	Europe	-24.6551713074051	-13.1229809900175	NA	NA	pSTRs
MY2585	Europe	-33.0057214833335	11.5028417747259	NA	NA	pSTRs
MY2693	Europe	-35.1505655385275	16.1685214854243	NA	NA	pSTRs
MY2713	Europe	-32.0900116721687	15.6483301285619	NA	NA	pSTRs
MY2741	Europe	-29.2131283528816	5.0230395014821	NA	NA	pSTRs
MY518	Europe	-30.6315316692068	11.895924550577	NA	NA	pSTRs
MY679	Europe	-33.6249556355571	19.1931916680921	NA	NA	pSTRs
MY772	Europe	-22.9594538589314	-8.79234287673759	NA	NA	pSTRs
MY795	Europe	-26.9843518720505	-0.437063785976698	NA	NA	pSTRs
MY920	Europe	-33.3389946454328	5.3293810244461	NA	NA	pSTRs
N2	Europe	-42.5812408359574	10.3813262359896	NA	NA	pSTRs
NIC1	Europe	-36.4906016751393	7.93019399197063	NA	NA	pSTRs
NIC1049	Europe	-24.4108097824116	-11.6146833311122	NA	NA	pSTRs
NIC1107	Europe	-25.3037287244946	-10.5825770576777	NA	NA	pSTRs
NIC1119	S. America	-29.0812291737867	6.94288264339537	NA	NA	pSTRs
NIC166	Europe	-19.8260994991538	-6.76997765741984	NA	NA	pSTRs
NIC1779	Atlantic	-31.1241899140023	5.76049828298843	NA	NA	pSTRs
NIC1780	Atlantic	-1.03126956204731	-17.8075279464637	NA	NA	pSTRs
NIC1782	Atlantic	-4.60376941536267	-19.780223422844	NA	NA	pSTRs
NIC1783	Atlantic	-3.84150956894456	-19.4179255435706	NA	NA	pSTRs
NIC1785	Atlantic	-1.54968217883949	-22.7828072358987	NA	NA	pSTRs
NIC1786	Atlantic	-3.0624787701271	-20.5347573460821	NA	NA	pSTRs
NIC1787	Atlantic	-2.98767813390392	-11.0474477996139	NA	NA	pSTRs
NIC1788	Atlantic	-3.80767623367192	-18.4784401222025	NA	NA	pSTRs
NIC1789	Atlantic	9.51094968206458	-28.8116582347299	NA	NA	pSTRs
NIC1790	Atlantic	2.04810961460816	-18.8036885788734	NA	NA	pSTRs
NIC1791	Atlantic	-0.0533602931050491	-17.987188118501	NA	NA	pSTRs
NIC1792	Atlantic	-3.72942260941927	-17.8771970459034	NA	NA	pSTRs
NIC1794	Atlantic	-3.72102904539842	-17.1831351917328	NA	NA	pSTRs
NIC1796	Atlantic	2.86655114784594	-20.818391770686	NA	NA	pSTRs
NIC1798	Atlantic	-0.456869853387617	-19.250204082866	NA	NA	pSTRs
NIC1799	Atlantic	-4.49775932747949	-19.839491732968	NA	NA	pSTRs
NIC1801	Atlantic	4.00571845906066	-15.5990600123725	NA	NA	pSTRs
NIC1802	Atlantic	-0.161373222688969	-16.7465448024601	NA	NA	pSTRs
NIC1805	Atlantic	-16.601128869815	0.26912470493919	NA	NA	pSTRs
NIC1806	Atlantic	-1.75569543560199	-14.9094272336418	NA	NA	pSTRs
NIC1808	Atlantic	-20.190129348996	-5.0231948028366	NA	NA	pSTRs
NIC1809	Atlantic	-22.5308476239389	3.49371240233055	NA	NA	pSTRs
NIC1810	Atlantic	-9.44606008275645	0.33348532392072	NA	NA	pSTRs
NIC1811	Atlantic	-18.2390183131948	4.74468480193683	NA	NA	pSTRs
NIC1812	Atlantic	-23.8804797030773	8.47508944270351	NA	NA	pSTRs
NIC1832	Europe	-21.7521703207836	-2.27269577189834	NA	NA	pSTRs
NIC195	Atlantic	-5.37158842727242	-5.16901418390384	NA	NA	pSTRs
NIC199	Atlantic	-2.23280242943544	-25.3985190819607	NA	NA	pSTRs
NIC2	Europe	-43.0435282731653	18.0400512440932	NA	NA	pSTRs
NIC207	Europe	-34.6099586083579	12.2769307269843	NA	NA	pSTRs
NIC231	Europe	-32.2232376679495	14.1130834020564	NA	NA	pSTRs
NIC236	Europe	-28.4940475783658	-1.91974330130695	NA	NA	pSTRs
NIC242	Europe	-32.3576703287342	-5.21301122021474	NA	NA	pSTRs
NIC251	Atlantic	18.903186790182	-26.8376275920895	NA	NA	pSTRs
NIC252	Atlantic	-9.47091103484024	-5.63549465623442	NA	NA	pSTRs
NIC255	Europe	-36.8892755133866	8.54352450061369	NA	NA	pSTRs
NIC256	Europe	-15.1015548835219	-9.36430062006962	NA	NA	pSTRs
NIC258	Europe	-2.05537439093366	-15.5104360966815	NA	NA	pSTRs
NIC259	Europe	-22.1531295759882	-5.67329774890431	NA	NA	pSTRs
NIC260	Europe	-13.7624620523526	-4.65877177303219	NA	NA	pSTRs
NIC261	Europe	-2.83394668372119	-17.4888641265908	NA	NA	pSTRs
NIC262	Europe	-4.87628030112574	-13.964439369463	NA	NA	pSTRs
NIC265	Europe	6.52198903931283	-26.7071761412064	NA	NA	pSTRs
NIC266	Europe	-16.0198838082558	-8.0650399165839	NA	NA	pSTRs
NIC267	Europe	-26.4908380350176	6.79500516553008	NA	NA	pSTRs
NIC268	Europe	-13.4116664123504	-3.89243968632756	NA	NA	pSTRs
NIC269	Europe	-12.880493907114	-11.0931483979334	NA	NA	pSTRs
NIC271	Europe	-13.4712235302117	-12.1341373784988	NA	NA	pSTRs
NIC272	Europe	-22.9370643314304	-2.97378127799261	NA	NA	pSTRs
NIC274	Europe	-23.9123814647143	1.14650783341243	NA	NA	pSTRs
NIC275	Europe	-30.9485839498282	10.1004703106335	NA	NA	pSTRs
NIC276	Europe	-24.5312170957856	3.57744872680066	NA	NA	pSTRs
NIC277	Europe	-30.9404284494231	-2.11254312649035	NA	NA	pSTRs
NIC3	Europe	-24.4136440435551	-6.24139632394075	NA	NA	pSTRs
NIC501	Europe	-11.519767130792	-17.1847813360104	NA	NA	pSTRs
NIC511	Europe	-25.7036781106992	-0.954750768463312	NA	NA	pSTRs
NIC513	Europe	-29.4809186779789	6.86756316864185	NA	NA	pSTRs
NIC514	Europe	-29.2253804784493	6.71878711301567	NA	NA	pSTRs
NIC515	Europe	-27.3249838151002	3.04731718799302	NA	NA	pSTRs
NIC522	Europe	-32.658216432656	4.08726750906193	NA	NA	pSTRs
NIC523	Europe	-15.956902113102	0.568430578594002	NA	NA	pSTRs
NIC526	Europe	-22.7568803969705	-1.52054883533399	NA	NA	pSTRs
NIC527	Europe	-21.9322992050007	-4.43204107773086	NA	NA	pSTRs
NIC528	Europe	-33.1565295618488	12.1780622912648	NA	NA	pSTRs
NIC529	Europe	-34.9549938340751	6.92589210189684	NA	NA	pSTRs
PB303	Unknown	-37.2679778030744	16.5645514307204	NA	NA	pSTRs
PS2025	N. America	-12.001518395907	-5.19785122047641	NA	NA	pSTRs
PX179	N. America	-39.3572899867826	16.4659688684942	NA	NA	pSTRs
QG2075	N. America	-20.7814545286947	4.85693776819619	NA	NA	pSTRs
QG2811	Australia	-26.6693773464854	0.783332967562516	NA	NA	pSTRs
QG2813	Australia	-30.6559552836232	8.1120789384613	NA	NA	pSTRs
QG2818	Australia	-36.0991147392311	22.8207575848159	NA	NA	pSTRs
QG2823	Australia	-35.5403844264169	17.0698495878892	NA	NA	pSTRs
QG2824	Australia	-31.6724266313256	18.0287789176742	NA	NA	pSTRs
QG2825	Australia	-36.0702664191274	15.832907671062	NA	NA	pSTRs
QG2827	Australia	-22.0705859162947	-2.07762610093513	NA	NA	pSTRs
QG2828	Australia	-30.8593384744525	3.46214907215938	NA	NA	pSTRs
QG2832	Australia	-22.9447859926432	1.6601461805683	NA	NA	pSTRs
QG2835	Australia	-28.2038390160183	10.6933784084665	NA	NA	pSTRs
QG2836	Australia	-27.1661898653089	7.48868378339999	NA	NA	pSTRs
QG2837	Australia	-24.5773453028656	6.60569277018219	NA	NA	pSTRs
QG2838	Australia	-26.7794498636438	7.53599288155608	NA	NA	pSTRs
QG2841	Australia	-20.2245773852772	-0.0675609489439287	NA	NA	pSTRs
QG2843	Australia	-36.7687813937398	17.6505574778166	NA	NA	pSTRs
QG2846	Australia	-15.9522458811038	-3.60010818677737	NA	NA	pSTRs
QG2850	Australia	-35.5146501110728	15.4273936578871	NA	NA	pSTRs
QG2854	Australia	-25.7456100486171	8.50806882096109	NA	NA	pSTRs
QG2855	Australia	-24.7044660221657	5.15552960132432	NA	NA	pSTRs
QG2857	Australia	-25.761005879966	10.4037966025117	NA	NA	pSTRs
QG2873	Australia	-28.2853770097678	9.42330331984346	NA	NA	pSTRs
QG2874	Australia	-29.633882754335	9.11727500236877	NA	NA	pSTRs
QG2875	Australia	-19.9150559691783	-3.98127240961868	NA	NA	pSTRs
QG2877	Australia	-29.2743869404756	7.65194635587815	NA	NA	pSTRs
QG2932	Australia	-31.1459635406535	13.6353159623916	NA	NA	pSTRs
QG4003	Australia	-34.5274970055155	9.50529863432864	NA	NA	pSTRs
QG4004	Australia	-36.4828773457026	11.1984659765332	NA	NA	pSTRs
QG4006	Australia	-38.4581215726064	19.6584306683121	NA	NA	pSTRs
QG4008	Australia	-36.6274042302354	13.2057739442035	NA	NA	pSTRs
QG4010	Australia	-33.4705359508185	3.11073553154193	NA	NA	pSTRs
QG4012	Australia	-23.8259986053357	2.43730097157526	NA	NA	pSTRs
QG4015	Australia	-31.6765145062146	9.10060867976086	NA	NA	pSTRs
QG4017	Australia	-34.6745382109787	18.2264286824704	NA	NA	pSTRs
QG4018	Australia	-34.9126263237144	4.77340644991968	NA	NA	pSTRs
QG4021	Australia	-30.6052253826661	12.4216755005574	NA	NA	pSTRs
QG4080	Australia	-16.0781362604064	-7.11382775617354	NA	NA	pSTRs
QG4103	Australia	-17.5200833779504	-4.0465171347806	NA	NA	pSTRs
QG4135	Australia	-18.4956221355522	0.0197364974429552	NA	NA	pSTRs
QG4138	Australia	-31.2750545927695	3.7304132271171	NA	NA	pSTRs
QG4151	Australia	-27.4986143677499	3.67866546416501	NA	NA	pSTRs
QG4193	Australia	-27.5162979754575	7.36673826535872	NA	NA	pSTRs
QG4226	Australia	-23.2579032244482	0.968936768629737	NA	NA	pSTRs
QG4228	Australia	-16.4785561202151	-2.81422918048928	NA	NA	pSTRs
QG536	N. America	-37.1819132626686	16.7739152049499	NA	NA	pSTRs
QG556	N. America	-14.6943834283083	-6.30185138426413	NA	NA	pSTRs
QG557	N. America	-20.0442670131209	3.48107410248874	NA	NA	pSTRs
QW947	S. America	-21.9127322956658	2.5957668314502	NA	NA	pSTRs
QX1211	N. America	87.9999352811256	-24.3026423167112	NA	NA	pSTRs
QX1212	N. America	-25.5845804469207	12.3298606471434	NA	NA	pSTRs
QX1233	N. America	-26.5133735445007	5.59643603489902	NA	NA	pSTRs
QX1791	Hawaii	1.14838864251984	-19.7741957683547	NA	NA	pSTRs
QX1792	Hawaii	-12.0559262026813	-8.05832933079112	NA	NA	pSTRs
QX1793	Hawaii	4.74242915806123	-18.1101554826003	NA	NA	pSTRs
QX1794	Hawaii	3.29841861271359	-23.5210846987986	NA	NA	pSTRs
RC301	Europe	-35.681106545995	16.7558784957313	NA	NA	pSTRs
TWN2530	Asia	-30.4032556914257	15.2323742854637	NA	NA	pSTRs
TWN2542	Asia	-31.8846675248449	15.8202829726186	NA	NA	pSTRs
WN2001	Europe	-13.3534961780651	-3.18277973185372	NA	NA	pSTRs
WN2002	Europe	-25.5616501286213	3.8009419861299	NA	NA	pSTRs
WN2033	Europe	-25.4889026422985	7.23648942238181	NA	NA	pSTRs
WN2050	Europe	-14.8771609860789	-11.3043150546335	NA	NA	pSTRs
WN2063	Europe	-27.4108427533076	3.96257538879056	NA	NA	pSTRs
WN2064	Europe	-31.7621879095422	2.70161976049949	NA	NA	pSTRs
WN2066	Europe	-28.7163962810972	-9.38407579904407	NA	NA	pSTRs
WN2068	Europe	-32.6048116063583	7.47891055475477	NA	NA	pSTRs
WN2069	Europe	-33.9527503286002	-4.02302493065781	NA	NA	pSTRs
WN2082	Europe	-23.6369416852892	-2.6586517931619	NA	NA	pSTRs
WN2086	Europe	-29.0312969701438	-1.25068277751183	NA	NA	pSTRs
XZ1513	Hawaii	0.180847099115236	-14.5018916196477	NA	NA	pSTRs
XZ1514	Hawaii	88.8266598727244	-28.5511860001619	NA	NA	pSTRs
XZ1515	Hawaii	-32.4821982439628	11.6717379763956	NA	NA	pSTRs
XZ1516	Hawaii	69.3127766724836	-6.31844157002074	NA	NA	pSTRs
XZ1672	N. America	-34.1293641418977	12.7539779991315	NA	NA	pSTRs
XZ1734	S. America	-27.5047655414862	6.12458541360832	NA	NA	pSTRs
XZ1735	S. America	-25.606694071989	5.77566930743526	NA	NA	pSTRs
XZ1756	N. America	-31.2015301737457	4.65240789821801	NA	NA	pSTRs
XZ2018	Unknown	-34.805993365661	12.3969440261633	NA	NA	pSTRs
XZ2019	N. America	9.17830206910443	-10.9362995821357	NA	NA	pSTRs
XZ2020	N. America	-26.5363922429675	1.60998648876765	NA	NA	pSTRs
XZ2211	Hawaii	-1.18286213039351	-11.0042411749592	NA	NA	pSTRs
AB1	Australia	-19.8206054721888	1.73292842460197	19.8	7.9	SNVs
BRC20067	Asia	-20.106794767115	2.01700150923999	NA	NA	SNVs
BRC20263	Australia	-17.09028086432	1.78798516224579	NA	NA	SNVs
CB4851	Europe	-18.2667242661075	1.89260627300819	NA	NA	SNVs
CB4852	Unknown	-21.02006774953	2.06527938177002	NA	NA	SNVs
CB4853	N. America	-19.1135607941194	1.55931727702352	NA	NA	SNVs
CB4854	N. America	-12.4249492258156	2.49251070088742	NA	NA	SNVs
CB4855	N. America	-17.1186407426536	1.25967690703969	NA	NA	SNVs
CB4856	Hawaii	-2.87520671862701	0.915240384038366	NA	NA	SNVs
CB4857	N. America	-19.1281447876598	1.54964965328406	NA	NA	SNVs
CB4858	N. America	-18.2227160739198	1.32016876234473	NA	NA	SNVs
CB4932	Europe	-22.3315264550278	3.00744285645811	NA	NA	SNVs
CX11254	N. America	-16.9756032639514	1.97599263886352	NA	NA	SNVs
CX11262	N. America	-13.3779460691574	0.942842045863773	NA	NA	SNVs
CX11264	N. America	-16.2553713361421	1.58676253241429	NA	NA	SNVs
CX11271	N. America	-19.5944202399154	2.34321427000966	NA	NA	SNVs
CX11276	N. America	-14.6950378601969	-0.369514063730393	NA	NA	SNVs
CX11285	N. America	-13.0987309973737	0.848437028271929	NA	NA	SNVs
CX11292	N. America	-19.6922016524673	1.72880814060078	NA	NA	SNVs
CX11307	N. America	-15.1198188034221	-0.464399186188286	NA	NA	SNVs
CX11314	N. America	-16.11845092791	0.963355699113612	NA	NA	SNVs
CX11315	N. America	-16.6171875421612	1.70378390371349	NA	NA	SNVs
DL200	Africa	-19.2628453753433	1.91274267358388	NA	NA	SNVs
DL226	N. America	-16.8637359005384	1.24460010613845	NA	NA	SNVs
DL238	Hawaii	-0.941200817157303	-0.136255615520244	NA	NA	SNVs
ECA1069	S. America	-18.5451885994155	1.86981665008372	NA	NA	SNVs
ECA1074	S. America	-19.1834128830618	1.7477442345479	NA	NA	SNVs
ECA1185	Hawaii	58.2064939843321	-58.2016627886206	NA	NA	SNVs
ECA1186	Hawaii	3.42386476781395	-4.20980467666334	NA	NA	SNVs
ECA1187	Hawaii	58.1613893142768	-57.114912769049	NA	NA	SNVs
ECA1191	Hawaii	57.9781874462406	-56.5034444374634	NA	NA	SNVs
ECA1192	Hawaii	55.9957155224377	-57.8140952609225	NA	NA	SNVs
ECA1193	Hawaii	56.7316450111049	-58.3791517471194	NA	NA	SNVs
ECA1194	Hawaii	58.9214231077586	-57.7917430016146	NA	NA	SNVs
ECA1195	Hawaii	57.3426475357231	-58.9490596608684	NA	NA	SNVs
ECA1196	Hawaii	56.9986796011424	-56.4181271114043	NA	NA	SNVs
ECA1200	Hawaii	-7.32201516821203	1.29178459210829	NA	NA	SNVs
ECA1202	Hawaii	80.8242220313294	49.1914910393609	NA	NA	SNVs
ECA1206	Hawaii	81.993045079954	50.6375315133196	NA	NA	SNVs
ECA1208	Hawaii	78.8007552229195	46.9183891463231	NA	NA	SNVs
ECA1212	Hawaii	78.5705418321157	47.6765893442233	NA	NA	SNVs
ECA1216	Hawaii	82.5218863064448	49.7543828118855	NA	NA	SNVs
ECA1223	Hawaii	82.4075106957393	49.6749736395276	NA	NA	SNVs
ECA1225	Hawaii	81.5526795004478	49.08838394034	NA	NA	SNVs
ECA1228	Hawaii	80.8372886481181	45.4543790475063	NA	NA	SNVs
ECA1229	Hawaii	78.6223501596339	42.1403646666612	NA	NA	SNVs
ECA1232	Hawaii	58.0249012327171	-56.4999128592684	NA	NA	SNVs
ECA1237	Hawaii	76.8680864431897	38.5600891530446	NA	NA	SNVs
ECA1238	Hawaii	57.7141786144449	-55.4164122870514	NA	NA	SNVs
ECA1240	Hawaii	59.4300767738858	-58.2207090041042	NA	NA	SNVs
ECA1242	Hawaii	58.0936877329641	-57.4327265793462	NA	NA	SNVs
ECA1243	Hawaii	-0.401622869171038	-0.670393029579344	NA	NA	SNVs
ECA1247	Hawaii	80.774398249457	47.0824538387721	NA	NA	SNVs
ECA1251	Hawaii	59.0912410627011	-57.9653123329816	NA	NA	SNVs
ECA1252	Hawaii	58.628720723179	-52.6743568594783	NA	NA	SNVs
ECA1253	Hawaii	57.7759046179171	-55.0500361307523	NA	NA	SNVs
ECA1255	Hawaii	-8.14039202966968	1.72350040730186	NA	NA	SNVs
ECA1257	Hawaii	-8.45919426206497	1.00378278074921	NA	NA	SNVs
ECA1260	Hawaii	1.22856821421447	-0.114234254945098	NA	NA	SNVs
ECA1261	Hawaii	77.2496608505449	44.9641623741266	NA	NA	SNVs
ECA1269	Hawaii	1.35763523645384	-0.381927969456808	NA	NA	SNVs
ECA1271	Hawaii	-0.306698268025346	-0.747796549369252	NA	NA	SNVs
ECA1276	Hawaii	79.7887365315085	45.7576965424035	NA	NA	SNVs
ECA1278	Hawaii	79.7474644069682	45.8675747654707	NA	NA	SNVs
ECA1281	Hawaii	81.4786633748303	47.5543518095151	NA	NA	SNVs
ECA1283	Hawaii	83.5780548988258	50.4823057665543	NA	NA	SNVs
ECA1284	Hawaii	80.5575786511777	46.3186185451392	NA	NA	SNVs
ECA1286	Hawaii	78.7296519455654	44.8959450949445	NA	NA	SNVs
ECA1287	Hawaii	58.9920933643487	32.4977933685784	NA	NA	SNVs
ECA1288	Hawaii	-0.429454471199432	-1.84997562215641	NA	NA	SNVs
ECA1289	Hawaii	77.6880324828121	44.0207360093183	NA	NA	SNVs
ECA1293	Hawaii	82.1962583195645	48.0443502326052	NA	NA	SNVs
ECA1298	Hawaii	-1.35500645957852	-0.346608876888848	NA	NA	SNVs
ECA1316	N. America	-18.0044455972942	1.62583611705918	NA	NA	SNVs
ECA1409	Hawaii	64.435270262459	18.791006349384	NA	NA	SNVs
ECA1413	Hawaii	-10.5171204503262	2.2321816625424	NA	NA	SNVs
ECA1493	Hawaii	50.5719188691363	-12.9381759398591	NA	NA	SNVs
ECA1693	Hawaii	21.882136105023	-25.2483369930273	NA	NA	SNVs
ECA1713	Hawaii	50.2599551453154	-13.0356359395824	NA	NA	SNVs
ECA1717	Hawaii	57.5339113102686	-56.4774992881267	NA	NA	SNVs
ECA1725	Hawaii	49.6697306115302	-31.875821240784	NA	NA	SNVs
ECA1751	Hawaii	61.0490645071301	31.0546345829898	NA	NA	SNVs
ECA1757	Hawaii	-8.13085999897594	2.19228839234713	NA	NA	SNVs
ECA1761	Hawaii	55.7427525840159	-51.4593080149785	NA	NA	SNVs
ECA1769	Hawaii	69.2339925756817	35.4012198420776	NA	NA	SNVs
ECA1793	Hawaii	57.1150492830415	-53.8139655945005	NA	NA	SNVs
ECA1805	Hawaii	-6.76565850754683	0.435147813399953	NA	NA	SNVs
ECA1807	Hawaii	0.527940131385558	-0.973380145852953	NA	NA	SNVs
ECA1815	Hawaii	-3.29556829559171	-0.456025818036016	NA	NA	SNVs
ECA1821	Hawaii	59.3659834837936	-56.0535739615926	NA	NA	SNVs
ECA1825	Hawaii	51.288883168382	-45.1133630583805	NA	NA	SNVs
ECA1843	Hawaii	57.7181563407279	-54.1839706083755	NA	NA	SNVs
ECA1851	Hawaii	55.3156067439737	-41.3336097848177	NA	NA	SNVs
ECA1853	Hawaii	-8.74971687974589	2.24316542643827	NA	NA	SNVs
ECA1875	Hawaii	-7.43132087550919	1.56693009657329	NA	NA	SNVs
ECA1885	Hawaii	57.967874217992	-59.8239510156596	NA	NA	SNVs
ECA1887	Hawaii	-8.40202974307282	2.23534926004206	NA	NA	SNVs
ECA1889	Hawaii	-6.81791714336208	2.71557592022862	NA	NA	SNVs
ECA189	Hawaii	-4.60627886499546	2.2437340841642	NA	NA	SNVs
ECA1891	Hawaii	72.6190444629787	43.5034615199589	NA	NA	SNVs
ECA1901	Hawaii	-10.1399311707217	0.889920822215173	NA	NA	SNVs
ECA191	Hawaii	77.8556942097134	41.4098452306116	NA	NA	SNVs
ECA1919	Hawaii	82.7954042164386	48.082761640883	NA	NA	SNVs
ECA1925	Hawaii	56.7560153069203	-39.2022050002323	NA	NA	SNVs
ECA1937	Hawaii	0.297446431804245	-0.769175004696895	NA	NA	SNVs
ECA1939	Hawaii	0.14019418424405	-0.987875013569005	NA	NA	SNVs
ECA1943	Hawaii	0.34424211289416	-1.10837028410967	NA	NA	SNVs
ECA1969	Hawaii	83.4208662484323	47.7826728351627	NA	NA	SNVs
ECA1977	Hawaii	-0.45500396858665	-0.313269968523254	NA	NA	SNVs
ECA1997	Hawaii	84.0642860710382	51.1060510570921	NA	NA	SNVs
ECA2041	Hawaii	-6.73705697755759	0.998936755302876	NA	NA	SNVs
ECA2043	Hawaii	59.4196072419702	-56.9526992618289	NA	NA	SNVs
ECA2073	Hawaii	82.1155701426586	49.5985609665831	NA	NA	SNVs
ECA2081	Hawaii	82.362007050195	46.3782758335336	NA	NA	SNVs
ECA2091	Hawaii	37.2483535317036	-12.4147313010122	NA	NA	SNVs
ECA2109	Hawaii	56.39814763963	-49.808432796659	NA	NA	SNVs
ECA2111	Hawaii	-1.68832800627214	-0.830372103017047	NA	NA	SNVs
ECA2119	Hawaii	8.08454332813261	-5.19291798971475	NA	NA	SNVs
ECA2151	Hawaii	27.3073625889924	14.0089126691055	NA	NA	SNVs
ECA2155	Hawaii	49.4568496417071	-29.7866783344495	NA	NA	SNVs
ECA2159	Hawaii	49.085835281622	-30.7703194437873	NA	NA	SNVs
ECA2183	Hawaii	59.1449563225091	-44.5459922889185	NA	NA	SNVs
ECA2187	Hawaii	56.6596820846888	-52.1175086204859	NA	NA	SNVs
ECA2191	Hawaii	50.1795057908308	-14.4245111317116	NA	NA	SNVs
ECA2195	Hawaii	50.2547849595516	-13.2728008318373	NA	NA	SNVs
ECA2199	Hawaii	45.9081671269874	-10.8940799916661	NA	NA	SNVs
ECA2251	Hawaii	82.8674314223061	46.2624715863503	NA	NA	SNVs
ECA2281	Hawaii	57.0931702564805	-50.1877857840562	NA	NA	SNVs
ECA2291	Hawaii	60.0556344304847	-54.8295494900666	NA	NA	SNVs
ECA2332	Hawaii	-3.63944328625353	3.36374262713324	NA	NA	SNVs
ECA2334	Hawaii	53.1672259595959	-44.1057236843943	NA	NA	SNVs
ECA2336	Hawaii	58.4717559351622	-52.549483583352	NA	NA	SNVs
ECA2344	Hawaii	-6.81122889098049	0.491233134389755	NA	NA	SNVs
ECA2350	Hawaii	-6.12982513757448	0.458315186012579	NA	NA	SNVs
ECA2360	Hawaii	60.0500692775612	-56.683735825435	NA	NA	SNVs
ECA2367	Hawaii	57.7679327270292	-53.3179615809885	NA	NA	SNVs
ECA2377	Hawaii	-0.11549545630273	-1.9272443260375	NA	NA	SNVs
ECA2417	Hawaii	83.9839474226089	47.8863058979818	NA	NA	SNVs
ECA2437	Hawaii	3.15238146120627	1.86346519538902	NA	NA	SNVs
ECA2443	Hawaii	82.8652885760651	48.3530903910256	NA	NA	SNVs
ECA2452	Hawaii	-0.482304998168382	-1.14730421427473	NA	NA	SNVs
ECA2467	Hawaii	0.395677504284271	-1.76297869490759	NA	NA	SNVs
ECA2473	Hawaii	84.6340386845018	50.7725256448065	NA	NA	SNVs
ECA2475	Hawaii	75.1527698085032	40.2991965100166	NA	NA	SNVs
ECA2481	Hawaii	-0.162572108134796	-0.788334338209639	NA	NA	SNVs
ECA2482	Hawaii	84.9160725227428	48.8958735131829	NA	NA	SNVs
ECA2489	Hawaii	83.3913807689319	50.3912026360608	NA	NA	SNVs
ECA2522	N. America	-15.1258004814891	0.854507536171992	NA	NA	SNVs
ECA2523	N. America	-8.32719265543317	1.87103080390509	NA	NA	SNVs
ECA2527	N. America	-11.9894457880393	0.439839832025462	NA	NA	SNVs
ECA2529	N. America	-15.9767627621485	0.83464600538082	NA	NA	SNVs
ECA2533	N. America	-10.2569642013129	0.197491347998053	NA	NA	SNVs
ECA2536	N. America	-16.0368943772004	0.84612482252917	NA	NA	SNVs
ECA2546	Australia	-19.3745414421921	1.09920095338681	NA	NA	SNVs
ECA2549	Australia	-20.8463758161249	3.24599117591551	NA	NA	SNVs
ECA2551	Australia	-17.1906557426314	0.449049266880675	NA	NA	SNVs
ECA2554	Australia	-21.2573051993127	2.76679579567059	NA	NA	SNVs
ECA2555	Australia	-18.2549442575326	2.12847016649031	NA	NA	SNVs
ECA2559	Australia	-19.1337310252812	0.919737150407141	NA	NA	SNVs
ECA2560	Australia	-20.2409151304974	1.97679238574212	NA	NA	SNVs
ECA2561	Australia	-1.49736297624505	-6.23652457294276	NA	NA	SNVs
ECA2565	Australia	-21.7201415238584	2.2544116905785	NA	NA	SNVs
ECA2568	Australia	-21.2781742099174	2.5573644872897	NA	NA	SNVs
ECA2581	Australia	32.3211383877203	-33.0777425286589	NA	NA	SNVs
ECA2583	Australia	-19.8767287504119	2.33946132861449	NA	NA	SNVs
ECA2584	Australia	-15.3286441050503	-1.74350144334708	NA	NA	SNVs
ECA2594	Australia	-19.4591097035636	1.49386293610953	NA	NA	SNVs
ECA2595	Australia	4.00282712103751	-8.70497829382061	NA	NA	SNVs
ECA2601	Australia	6.40270455264336	-8.71744258781558	NA	NA	SNVs
ECA2602	Australia	-20.049695857851	2.10901473709627	NA	NA	SNVs
ECA2603	Australia	-20.4095081460688	1.83304956110571	NA	NA	SNVs
ECA2607	Australia	-18.1465872872104	1.7956812044364	NA	NA	SNVs
ECA2609	Australia	-19.1242899377431	2.02945690000265	NA	NA	SNVs
ECA2612	Australia	-7.1821831875453	-3.14104998421002	NA	NA	SNVs
